timestamp,volume,price
1691109660309,2547.0,1835.05
1691109660309,1210.0,1835.05
1691109660309,2537.0,1835.05
1691109704870,-2.0,1835.65
1691109787011,8.0,1835.7
1691109790738,8.0,1835.7
1691109792144,8.0,1835.7
1691109794003,8.0,1835.7
1691109795525,8.0,1835.7
1691109796581,8.0,1835.7
1691109797880,8.0,1835.7
1691109800026,8.0,1835.7
1691109801762,8.0,1835.7
1691109802982,8.0,1835.7
1691109804132,8.0,1835.7
1691109805467,8.0,1835.7
1691109806982,8.0,1835.7
1691109808537,8.0,1835.7
1691109809857,8.0,1835.7
1691109811091,8.0,1835.7
1691109812110,8.0,1835.7
1691109813248,8.0,1835.7
1691109814399,8.0,1835.7
1691109815423,8.0,1835.7
1691109820044,327.0,1835.7
1691109820044,993.0,1835.7
1691109820058,2236.0,1835.7
1691109820058,1037.0,1835.7
1691109820058,1159.0,1835.7
1691109820063,1508.0,1835.7
1691109820082,808.0,1835.85
1691109824661,8.0,1836.25
1691109856636,8.0,1836.25
1691109857807,8.0,1836.25
1691109859083,8.0,1836.25
1691109860141,8.0,1836.25
1691109861295,8.0,1836.25
1691109862385,8.0,1836.25
1691109863433,8.0,1836.25
1691109864665,8.0,1836.25
1691109901830,8.0,1836.25
1691109903017,8.0,1836.25
1691109904433,8.0,1836.25
1691109905736,8.0,1836.25
1691109906830,8.0,1836.25
1691109907966,8.0,1836.25
1691109909274,8.0,1836.25
1691109910424,8.0,1836.25
1691109911977,8.0,1836.25
1691109913224,8.0,1836.25
1691109914305,8.0,1836.25
1691109915546,8.0,1836.25
1691109916840,8.0,1836.25
1691109932831,8.0,1836.25
1691109934256,8.0,1836.25
1691109936901,8.0,1836.25
1691109939099,8.0,1836.25
1691109947137,8.0,1836.25
1691109949418,8.0,1836.25
1691109951248,8.0,1836.25
1691109961346,8.0,1836.25
1691109979307,8.0,1836.25
1691109981238,8.0,1836.25
1691109982487,8.0,1836.25
1691109983527,8.0,1836.25
1691109983727,-112.0,1836.2
1691109984799,8.0,1836.15
1691109986016,8.0,1836.15
1691109987253,8.0,1836.15
1691109988791,8.0,1836.15
1691109989986,8.0,1836.15
1691109991147,8.0,1836.15
1691109992270,8.0,1836.15
1691109993491,8.0,1836.15
1691110023964,8.0,1836.15
1691110026769,8.0,1836.15
1691110028084,8.0,1836.15
1691110029154,8.0,1836.15
1691110030406,8.0,1836.15
1691110031632,8.0,1836.15
1691110032860,8.0,1836.15
1691110034117,8.0,1836.15
1691110035239,8.0,1836.15
1691110036281,8.0,1836.15
1691110037326,8.0,1836.15
1691110038500,8.0,1836.15
1691110039650,8.0,1836.15
1691110040722,8.0,1836.15
1691110042218,8.0,1836.15
1691110043314,8.0,1836.15
1691110044665,8.0,1836.15
1691110045862,8.0,1836.15
1691110049119,8.0,1836.15
1691110051615,8.0,1836.15
1691110053013,8.0,1836.15
1691110054293,8.0,1836.15
1691110055315,8.0,1836.15
1691110056493,8.0,1836.15
1691110057594,8.0,1836.15
1691110058859,8.0,1836.15
1691110060125,8.0,1836.15
1691110061361,8.0,1836.15
1691110062547,8.0,1836.15
1691110063754,8.0,1836.15
1691110064811,8.0,1836.15
1691110066130,8.0,1836.15
1691110067446,8.0,1836.15
1691110068907,8.0,1836.15
1691110070261,8.0,1836.15
1691110071642,8.0,1836.15
1691110073443,8.0,1836.15
1691110074809,8.0,1836.15
1691110076865,8.0,1836.15
1691110078183,8.0,1836.15
1691110079428,8.0,1836.15
1691110304888,-1.0,1836.1
1691110424608,1217.0,1836.15
1691110424608,978.0,1836.15
1691110424608,2541.0,1836.15
1691110431381,8.0,1836.2
1691110435575,8.0,1836.2
1691110436977,8.0,1836.2
1691110438027,6.0,1836.2
1691110438027,2.0,1836.2
1691110439170,8.0,1836.2
1691110440263,8.0,1836.5
1691110441424,8.0,1836.5
1691110442501,8.0,1836.5
1691110443628,8.0,1836.5
1691110444827,8.0,1836.5
1691110445930,8.0,1836.5
1691110447273,8.0,1836.5
1691110449143,8.0,1836.5
1691110450825,8.0,1836.5
1691110453412,8.0,1836.5
1691110459873,59.0,1836.7
1691110459873,1537.0,1836.7
1691110459873,810.0,1836.7
1691110459875,1043.0,1836.8
1691110459888,5071.0,1836.8
1691110459888,32.0,1836.85
1691110459903,16.0,1837.0
1691110459903,1521.0,1837.05
1691110459935,1954.0,1837.1
1691110459955,1250.0,1837.1
1691110465025,8.0,1837.25
1691110504646,7.0,1837.45
1691110504646,1.0,1837.45
1691110505812,8.0,1837.45
1691110507047,8.0,1837.45
1691110508434,8.0,1837.45
1691110509672,8.0,1837.45
1691110511072,8.0,1837.45
1691110512214,8.0,1837.45
1691110515884,735.0,1837.45
1691110515884,1133.0,1837.45
1691110515884,15.0,1837.45
1691110515896,141.0,1837.45
1691110515944,1275.0,1837.75
1691110515944,782.0,1837.6
1691110522210,3230.0,1837.75
1691110545967,8.0,1837.75
1691110547163,8.0,1837.75
1691110548239,8.0,1837.75
1691110549618,8.0,1837.75
1691110550898,8.0,1837.75
1691110551938,8.0,1837.75
1691110620024,10.0,1837.75
1691110620024,50.0,1837.75
1691110620024,1077.0,1837.75
1691110620024,151.0,1837.75
1691110620024,1042.0,1837.75
1691110620024,840.0,1837.75
1691110620024,156.0,1837.75
1691110694612,8.0,1837.95
1691110697947,7.0,1837.95
1691110697947,1.0,1837.95
1691110699159,8.0,1837.95
1691110701179,8.0,1837.95
1691110702666,8.0,1837.95
1691110703746,8.0,1837.95
1691110704939,8.0,1837.95
1691110706191,8.0,1837.95
1691110707601,8.0,1837.95
1691110711045,8.0,1837.95
1691110731486,44.0,1837.95
1691110731486,953.0,1837.95
1691110731486,143.0,1837.95
1691110731486,90.0,1837.95
1691110735838,10.0,1837.95
1691110735838,49.0,1837.95
1691110735838,6.0,1837.95
1691110736357,8.0,1838.0
1691110739312,8.0,1838.0
1691110739674,8.0,1838.35
1691110742253,8.0,1838.35
1691110745985,8.0,1838.35
1691110749413,3375.0,1838.35
1691110749413,15.0,1838.35
1691110750344,8.0,1838.35
1691110751409,8.0,1838.35
1691110752476,8.0,1838.35
1691110754033,8.0,1838.35
1691110755322,8.0,1838.35
1691110756482,8.0,1838.35
1691110757682,8.0,1838.35
1691110758855,8.0,1838.35
1691110760104,8.0,1838.35
1691110761414,8.0,1838.35
1691110764080,8.0,1838.35
1691110765304,8.0,1838.35
1691110766394,8.0,1838.35
1691110767865,8.0,1838.35
1691110769485,8.0,1838.35
1691110771147,8.0,1838.35
1691110776640,8.0,1838.35
1691110783265,8.0,1838.35
1691110803382,-60.0,1838.3
1691110803382,-7515.0,1838.3
1691110803382,-2033.0,1838.3
1691110904844,-3.0,1838.05
1691110976272,-630.0,1838.05
1691110976272,-927.0,1838.05
1691110976272,-10000.0,1838.05
1691110976272,-2753.0,1838.05
1691110976341,-2896.0,1837.9
1691110976431,-794.0,1837.65
1691110976431,-184.0,1837.65
1691110976431,-10000.0,1837.65
1691111046439,-30.0,1837.4
1691111046439,-7444.0,1837.4
1691111046465,-10000.0,1837.35
1691111058327,-36.0,1837.15
1691111061328,-16.0,1837.0
1691111061497,-4768.0,1836.95
1691111079308,8.0,1836.55
1691111080418,8.0,1836.55
1691111081501,8.0,1836.55
1691111082520,8.0,1836.55
1691111083621,8.0,1836.55
1691111084745,8.0,1836.55
1691111085930,8.0,1836.55
1691111087054,8.0,1836.55
1691111088189,8.0,1836.55
1691111089308,8.0,1836.55
1691111090517,8.0,1836.55
1691111091655,8.0,1836.55
1691111092792,8.0,1836.55
1691111093914,8.0,1836.55
1691111095027,8.0,1836.55
